number,year,month,area_1,area_2,length,mass,sex,maturity,age,est_age
109,1992,6,7,11,26.3,195,2,2,3,3
110,1992,6,7,11,25.6,126,2,2,3,3
111,1992,6,7,11,23.1,126,1,1,3,3
112,1992,6,7,11,24.3,145,2,2,3,3
113,1992,6,7,11,24,150,2,2,3,3
114,1992,6,7,11,30.5,285,2,2,3,3
115,1992,6,7,11,30.4,310,2,2,3,3
116,1992,6,7,11,34.1,456,1,2,3,3
117,1992,6,7,11,38.3,620,1,10,4,4
120,1992,6,7,11,27.4,230,2,2,3,3
121,1992,6,7,11,25.4,160,2,1,3,3
122,1992,6,7,11,26.8,210,2,2,3,3
123,1992,6,7,11,27.3,230,1,1,3,3
124,1992,6,7,11,24.3,150,1,1,3,3
125,1992,6,7,11,19.8,94,1,1,3,3
126,1992,6,7,11,22.4,114,2,2,NA,NA
127,1992,6,7,11,22,100,1,1,3,3
128,1992,6,7,11,23.1,120,1,1,3,3
138,1992,6,7,11,17,52,1,1,2,2
139,1992,6,7,11,22,104,2,1,3,3
140,1992,6,7,11,22.5,150,1,1,3,3
142,1992,6,7,11,25.8,150,2,2,3,3
143,1992,6,7,11,16.1,40,2,1,2,2
144,1992,6,7,11,21,98,2,1,3,3
145,1992,6,7,11,25.2,170,1,1,3,3
146,1992,6,7,11,24.9,150,2,3,3,3
147,1992,6,7,11,16.4,38,1,1,2,2
148,1992,6,7,11,25.1,160,2,1,3,3
149,1992,6,7,11,20.7,74,2,1,3,3
150,1992,6,7,11,23.8,145,2,1,3,3
151,1992,6,7,11,20.6,98,2,1,2,2
152,1992,6,7,11,16.2,38,1,1,2,2
153,1992,6,7,11,24.1,145,1,1,2,2
154,1992,6,7,11,21.2,98,2,1,2,2
155,1992,6,7,11,25.4,170,2,1,2,2
156,1992,6,7,11,22.7,112,2,1,2,2
157,1992,6,7,11,30.2,270,2,2,3,3
158,1992,6,7,11,21.2,94,1,1,3,3
159,1992,6,7,11,24.9,145,2,2,3,3
160,1992,6,7,11,22.6,114,2,1,3,3
0,1992,6,7,11,22.3,140,NA,0,NA,3
0,1992,6,7,11,23.1,165,NA,0,NA,3
0,1992,6,7,11,21.8,104,NA,0,NA,3
0,1992,6,7,11,25.5,165,NA,0,NA,3
0,1992,6,7,11,22.8,114,NA,0,NA,3
0,1992,6,7,11,22.3,106,NA,0,NA,3
0,1992,6,7,11,18.4,72,NA,0,NA,3
0,1992,6,7,11,19.5,74,NA,0,NA,3
0,1992,6,7,11,21.4,88,NA,0,NA,3
0,1992,6,7,11,22.5,110,NA,0,NA,3
0,1992,6,7,11,24.6,150,NA,0,NA,3
0,1992,6,7,11,18.8,70,NA,0,NA,3
0,1992,6,7,11,22.5,106,NA,0,NA,3
0,1992,6,7,11,24.5,170,NA,0,NA,3
0,1992,6,7,11,21.1,88,NA,0,NA,3
0,1992,6,7,11,24.5,140,NA,0,NA,3
0,1992,6,7,11,23.2,130,NA,0,NA,3
0,1992,6,7,11,22.3,110,NA,0,NA,3
0,1992,6,7,11,22.2,130,NA,0,NA,3
0,1992,6,7,11,22.1,110,NA,0,NA,3
0,1992,6,7,11,24.3,145,NA,0,NA,3
0,1992,6,7,11,21.3,108,NA,0,NA,3
0,1992,6,7,11,20.2,82,NA,0,NA,3
0,1992,6,7,11,17.7,54,NA,0,NA,2
0,1992,6,7,11,20.7,90,NA,0,NA,3
0,1992,6,7,11,21.8,106,NA,0,NA,3
0,1992,6,7,11,22.2,104,NA,0,NA,3
0,1992,6,7,11,23.6,130,NA,0,NA,3
0,1992,6,7,11,23.8,124,NA,0,NA,3
0,1992,6,7,11,18.2,62,NA,0,NA,3
0,1992,6,7,11,20.5,92,NA,0,NA,3
0,1992,6,7,11,21.8,108,NA,0,NA,3
0,1992,6,7,11,17.7,54,NA,0,NA,3
0,1992,6,7,11,15.1,40,NA,0,NA,3
0,1992,6,7,11,18.3,66,NA,0,NA,3
0,1992,6,7,11,20.3,84,NA,0,NA,3
0,1992,6,7,11,14.8,36,NA,0,NA,2
0,1992,6,7,11,18.4,62,NA,0,NA,2
0,1992,6,7,11,16.1,38,NA,0,NA,2
0,1992,6,7,11,19.2,98,NA,0,NA,3
61,1992,9,6,6,16.3,45,2,1,2,2
62,1992,9,6,6,15.2,36,1,1,1,1
63,1992,9,6,6,19.5,64,2,1,2,2
64,1992,9,6,6,18.5,58,2,1,2,2
65,1992,9,6,6,16.7,43,1,1,2,2
66,1992,9,6,6,19,68,2,1,2,2
67,1992,9,6,6,19,69,1,1,2,2
68,1992,9,6,6,27.5,195,2,1,2,2
69,1992,9,6,6,35.1,595,2,5,3,3
70,1992,9,5,5,23.2,0,1,1,2,2
71,1992,9,5,5,27.6,244,2,2,3,3
72,1992,9,5,5,19.4,75,1,1,2,2
73,1992,9,5,5,19.5,74,2,1,2,2
74,1992,9,5,5,21,90,1,1,2,2
75,1992,9,5,5,21.7,95,2,1,2,2
76,1992,9,5,5,18.2,58,2,1,2,2
77,1992,9,5,5,18.2,56,2,1,2,2
78,1992,9,5,5,19.7,72,2,1,2,2
79,1992,9,5,5,19.6,80,2,1,2,2
80,1992,9,5,5,19.6,75,2,1,2,2
81,1992,9,5,5,17.4,50,1,1,2,2
82,1992,9,5,5,18.2,56,1,1,2,2
83,1992,9,5,5,16.5,45,2,1,2,2
84,1992,9,5,5,19.4,75,1,1,2,2
85,1992,9,5,5,18,56,1,1,2,2
86,1992,9,5,5,18.3,63,2,1,2,2
87,1992,9,5,5,20.5,97,2,1,2,2
88,1992,9,5,5,16,39,2,1,1,1
89,1992,9,5,5,17.8,57,2,1,2,2
90,1992,9,4,4,20.7,104,2,1,2,2
91,1992,9,4,4,22.4,123,2,1,2,2
92,1992,9,4,4,33.7,440,2,2,3,3
93,1992,9,4,4,21.8,110,2,1,2,2
94,1992,9,4,4,19.8,89,2,1,2,2
95,1992,9,4,4,19.9,89,1,1,2,2
96,1992,9,4,4,18.3,63,2,1,2,2
97,1992,9,4,4,20.6,91,1,1,2,2
98,1992,9,4,4,23.2,152,1,1,2,2
99,1992,9,4,4,20.2,85,2,1,2,2
100,1992,9,4,4,22.1,111,1,1,2,2
101,1992,9,4,4,28.1,238,2,2,3,3
102,1992,9,4,4,20.9,96,1,1,2,2
103,1992,9,4,4,20.7,95,1,1,2,2
104,1992,9,4,4,21.6,102,2,1,2,2
105,1992,9,4,4,21,102,1,1,2,2
106,1992,9,4,4,19.6,78,1,1,2,2
107,1992,9,4,4,19.2,65,1,1,2,2
108,1992,9,4,4,21.2,89,2,1,2,2
109,1992,9,4,4,20.2,85,1,1,2,2
110,1992,9,4,4,20.7,90,2,1,2,2
111,1992,9,4,4,18.3,62,2,1,2,2
112,1992,9,4,4,22.7,122,1,1,2,2
113,1992,9,4,4,19.5,88,1,1,2,2
114,1992,9,4,4,20.6,97,2,1,2,2
115,1992,9,4,4,20,83,2,1,2,2
116,1992,9,4,4,17.6,54,1,1,2,2
117,1992,9,4,4,27.5,0,2,2,2,2
118,1992,9,4,4,20,83,2,1,2,2
119,1992,9,4,4,19.1,72,2,1,2,2
120,1992,9,4,4,22.1,112,2,1,2,2
121,1992,9,4,4,18,60,1,1,2,2
122,1992,9,4,4,18.5,62,2,1,2,2
123,1992,9,4,4,18.3,60,1,1,2,2
124,1992,9,4,4,19.6,67,1,1,2,2
125,1992,9,4,4,17.2,48,2,1,2,2
126,1992,9,4,4,17.7,56,2,1,2,2
127,1992,9,4,4,18,60,2,1,2,2
128,1992,9,4,4,18.7,63,1,1,2,2
129,1992,9,4,4,20.4,86,2,2,2,2
130,1992,9,4,4,17.2,55,2,1,2,2
131,1992,9,0,0,19,63,1,1,2,2
132,1992,9,0,0,18.6,60,1,1,2,2
133,1992,9,0,0,18.4,60,2,1,2,2
134,1992,9,0,0,17.1,50,2,1,2,2
135,1992,9,0,0,18.3,71,1,1,2,2
136,1992,9,0,0,20.5,86,2,1,2,2
137,1992,9,0,0,20.1,81,1,1,2,2
138,1992,9,0,0,18,56,2,1,2,2
139,1992,9,0,0,16.6,50,1,1,1,1
140,1992,9,0,0,18.3,64,2,1,2,2
141,1992,9,0,0,16.8,54,2,1,2,2
142,1992,9,0,0,17.6,51,2,1,2,2
143,1992,9,0,0,18.8,67,2,2,2,2
144,1992,9,0,0,18.1,63,2,2,2,2
145,1992,9,0,0,18.4,67,1,1,2,2
146,1992,9,0,0,18,60,2,1,2,2
147,1992,9,0,0,16.9,49,2,1,2,2
148,1992,9,0,0,19.9,83,2,1,2,2
149,1992,9,2,2,35.1,470,2,2,3,3
150,1992,9,2,2,40.2,765,2,2,4,4
151,1992,9,2,2,32.5,415,2,2,3,3
152,1992,9,2,2,31.7,365,1,2,3,3
153,1992,9,2,2,33.5,410,1,2,3,3
154,1992,9,2,2,32,375,1,2,3,3
155,1992,9,2,2,33,410,1,2,3,3
156,1992,9,2,2,30,285,1,2,2,2
157,1992,9,2,2,32.5,320,2,1,3,3
159,1992,9,2,2,33.2,410,2,2,3,3
160,1992,9,2,2,31.2,330,2,1,3,3
161,1992,9,2,2,28.7,315,1,1,2,2
162,1992,9,2,2,24.8,155,2,1,2,2
163,1992,9,2,2,23.3,147,1,1,2,2
164,1992,9,2,2,22.6,127,2,1,2,2
165,1992,9,2,2,21.3,97,2,1,2,2
166,1992,9,2,2,21.5,125,1,1,2,2
167,1992,9,2,2,19.9,86,1,1,2,2
168,1992,9,2,2,20.6,88,1,1,2,2
169,1992,9,2,2,20.5,87,1,1,2,2
170,1992,9,2,2,19.5,69,1,1,2,2
171,1992,9,2,2,19.7,83,2,1,2,2
172,1992,9,2,2,24.9,159,1,1,2,2
173,1992,9,2,2,20.2,83,1,1,2,2
174,1992,9,2,2,21.9,108,2,1,2,2
175,1992,9,2,2,21,95,1,1,2,2
176,1992,9,2,2,18.2,60,2,1,2,2
177,1992,9,2,2,22.3,110,1,1,2,2
178,1992,9,2,2,17.5,50,2,1,2,2
179,1992,9,2,2,19.2,78,1,1,2,2
180,1992,9,2,2,16.9,46,2,1,2,2
181,1992,9,2,2,18.9,63,2,1,2,2
182,1992,9,2,2,21.5,107,1,1,2,2
183,1992,9,2,2,23.2,140,2,1,2,2
184,1992,9,2,2,20.3,88,2,1,2,2
185,1992,9,2,2,20.5,81,1,1,2,2
186,1992,9,2,2,21.5,109,1,1,2,2
187,1992,9,2,2,20.7,93,2,1,2,2
188,1992,9,2,2,20.4,80,1,1,2,2
189,1992,9,2,2,19,65,1,1,2,2
190,1992,9,2,2,18,52,1,1,2,2
191,1992,9,2,2,16.6,47,2,1,1,1
192,1992,9,2,2,19,72,1,1,2,2
193,1992,9,2,2,19.4,72,2,1,2,2
194,1992,9,2,2,19.7,71,2,1,2,2
195,1992,9,2,2,15.6,45,1,1,1,1
196,1992,9,2,2,17,47,2,1,2,2
197,1992,9,2,2,16.9,50,2,1,2,2
198,1992,9,2,2,16.2,42,1,1,2,2
199,1992,9,2,2,16.8,47,1,1,2,2
200,1992,9,2,2,14.5,33,1,1,1,1
201,1992,9,3,3,29.6,320,2,1,3,3
202,1992,9,3,3,31.3,350,2,2,3,3
203,1992,9,3,3,33.5,435,2,2,3,3
204,1992,9,3,3,30.2,370,2,2,3,3
205,1992,9,3,3,25.3,176,1,1,2,2
206,1992,9,3,3,24.8,152,2,1,2,2
207,1992,9,3,3,21.1,97,2,1,2,2
208,1992,9,3,3,21.8,110,2,1,2,2
209,1992,9,3,3,21,98,1,1,2,2
210,1992,9,3,3,18.7,71,1,1,2,2
211,1992,9,3,3,19.2,67,2,1,2,2
212,1992,9,3,3,17.3,51,1,1,2,2
213,1992,9,3,3,17.5,50,2,1,2,2
214,1992,9,3,3,18.2,61,1,1,2,2
215,1992,9,3,3,15.8,41,2,1,2,2
216,1992,9,3,3,15.4,35,1,1,NA,NA
217,1992,9,3,3,15.2,35,2,1,2,2
218,1992,9,1,1,16.9,43,2,1,2,2
219,1992,9,1,1,20.4,84,1,1,2,2
220,1992,9,1,1,21.2,102,1,1,2,2
221,1992,9,1,1,21.6,103,1,1,2,2
222,1992,9,1,1,19.5,84,2,1,2,2
223,1992,9,1,1,15.6,41,2,1,2,2
224,1992,9,1,1,18,59,2,1,2,2
225,1992,9,1,1,17.6,53,2,1,2,2
226,1992,9,1,1,16,48,1,1,2,2
227,1992,9,1,1,21.2,91,1,1,2,2
228,1992,9,1,1,19.5,78,2,1,2,2
229,1992,9,1,1,23.2,133,1,1,2,2
230,1992,9,1,1,24.3,139,1,1,2,2
231,1992,9,1,1,29.8,290,1,2,3,3
232,1992,9,1,1,29.7,285,2,1,2,2
233,1992,9,1,1,35.4,440,1,2,3,3
234,1992,9,1,1,35.7,545,1,2,3,3
235,1992,9,1,1,34.7,490,2,2,3,3
236,1992,9,1,1,34.1,485,1,2,3,3
237,1992,9,1,1,37.5,630,1,2,3,3
238,1992,9,1,1,33.8,465,1,2,3,3
239,1992,9,0,0,36.3,555,1,2,3,3
240,1992,9,0,0,30.8,410,2,2,3,3
241,1992,9,0,0,35.2,505,1,2,3,3
242,1992,9,0,0,40,660,1,2,4,4
243,1992,9,0,0,32.5,420,1,2,3,3
244,1992,9,0,0,33,425,1,2,3,3
245,1992,9,0,0,28.1,265,2,2,3,3
246,1992,9,0,0,26.5,206,2,1,2,2
247,1992,9,0,0,27.3,220,2,2,2,2
248,1992,9,0,0,27.3,220,1,2,2,2
249,1992,9,0,0,25.2,176,1,1,2,2
250,1992,9,0,0,24.1,141,1,1,2,2
251,1992,9,0,0,24.5,159,2,1,2,2
252,1992,9,0,0,22.3,122,2,1,2,2
253,1992,9,0,0,22.8,133,2,1,2,2
254,1992,9,0,0,24.1,146,1,1,2,2
255,1992,9,0,0,23.1,130,1,1,2,2
256,1992,9,0,0,24.1,145,2,2,2,2
257,1992,9,0,0,18.6,67,2,1,2,2
258,1992,9,0,0,17.8,61,1,2,2,2
259,1992,9,0,0,24.4,154,1,1,2,2
260,1992,9,0,0,21.5,107,2,1,2,2
261,1992,9,0,0,20.8,96,2,1,2,2
261,1992,9,0,0,22.5,125,1,1,2,2
263,1992,9,0,0,16.5,46,2,1,2,2
264,1992,9,0,0,19.5,83,1,1,2,2
265,1992,9,0,0,20.1,81,2,1,2,2
266,1992,9,0,0,21.8,108,1,1,2,2
267,1992,9,0,0,23,125,1,1,2,2
268,1992,9,0,0,17.5,42,2,1,2,2
269,1992,9,0,0,17.4,57,2,2,2,2
270,1992,9,0,0,17.5,45,1,1,2,2
271,1992,9,0,0,16.8,37,1,1,2,2
272,1992,9,0,0,15.8,45,2,1,1,1
273,1992,9,0,0,17.4,55,1,1,2,2
274,1992,9,0,0,17.2,51,1,1,2,2
275,1992,9,0,0,20.3,0,1,1,2,2
276,1992,9,0,0,19.2,67,2,1,2,2
277,1992,9,0,0,19.1,76,2,1,2,2
278,1992,9,0,0,20.7,0,1,1,2,2
279,1992,9,0,0,19.5,68,2,1,2,2
280,1992,9,0,0,18.5,59,1,1,2,2
281,1992,9,0,0,17.4,50,2,1,2,2
282,1992,9,0,0,24.3,158,1,1,2,2
283,1992,9,0,0,17.5,58,2,1,2,2
284,1992,9,0,0,23.2,141,2,1,2,2
285,1992,9,0,0,21.8,107,2,1,2,2
286,1992,9,0,0,19.3,73,2,1,2,2
287,1992,9,0,0,19.8,80,1,1,2,2
288,1992,9,0,0,22,112,1,1,2,2
289,1992,9,0,0,22.7,129,1,1,2,2
290,1992,9,0,0,17.1,47,2,1,2,2
291,1992,9,0,0,15.8,41,1,1,1,1
292,1992,9,0,0,18.6,59,2,1,2,2
293,1992,9,0,0,22.4,111,1,1,2,2
294,1992,9,0,0,16.5,41,1,1,2,2
295,1992,9,0,0,16.4,43,1,1,1,1
296,1992,9,0,0,19.1,66,2,1,2,2
297,1992,9,0,0,18.9,72,2,1,2,2
298,1992,9,0,0,17.8,50,1,1,2,2
299,1992,9,0,0,21.2,102,1,1,2,2
300,1992,9,0,0,19.1,75,2,1,2,2
301,1992,9,0,0,19.8,87,1,1,2,2
302,1992,9,0,0,20.4,88,1,1,2,2
303,1992,9,0,0,18.7,78,2,1,2,2
304,1992,9,0,0,21.7,109,1,1,2,2
305,1992,9,0,0,18,56,2,1,2,2
306,1992,9,0,0,19.4,84,1,1,2,2
307,1992,9,0,0,33,435,1,2,3,3
308,1992,9,0,0,33.8,490,2,2,3,3
309,1992,9,0,0,33.1,410,2,3,3,3
310,1992,9,0,0,32.7,435,2,1,3,3
311,1992,9,0,0,29.7,315,1,2,2,2
312,1992,9,0,0,33,445,1,2,3,3
313,1992,9,0,0,33.1,410,1,2,3,3
314,1992,9,0,0,34.5,450,2,1,3,3
315,1992,9,0,0,31.6,420,2,2,3,3
316,1992,9,0,0,37.9,625,2,2,4,4
317,1992,9,0,0,32.5,430,1,1,3,3
318,1992,9,0,0,35,490,2,2,3,3
319,1992,9,0,0,30.1,290,1,2,3,3
320,1992,9,0,0,30.4,305,1,4,3,3
321,1992,9,0,0,30,284,2,1,3,3
322,1992,9,0,0,29.5,275,1,1,2,2
323,1992,9,0,0,28.3,235,2,2,3,3
324,1992,9,0,0,14.3,25,1,1,2,2
325,1992,9,0,0,15.5,33,1,1,1,1
326,1992,9,0,0,22.3,130,1,1,2,2
327,1992,9,0,0,21.3,104,2,1,2,2
328,1992,9,0,0,24.4,160,2,2,2,2
329,1992,9,0,0,19,89,2,1,2,2
330,1992,9,0,0,18.2,63,2,1,2,2
331,1992,9,0,0,18,60,1,1,2,2
332,1992,9,0,0,22.7,130,2,1,2,2
333,1992,9,0,0,18.8,66,1,1,2,2
334,1992,9,0,0,19.3,79,1,1,2,2
0,1992,9,0,0,23.3,142,NA,0,NA,2
0,1992,9,0,0,21.2,103,NA,0,NA,2
0,1992,9,0,0,19.3,74,NA,0,NA,2
0,1992,9,0,0,20.6,92,NA,0,NA,2
0,1992,9,0,0,18.5,67,NA,0,NA,2
0,1992,9,0,0,19.9,83,NA,0,NA,2
0,1992,9,0,0,19.3,74,NA,0,NA,2
0,1992,9,0,0,18.2,67,NA,0,NA,2
0,1992,9,0,0,19.3,77,NA,0,NA,2
0,1992,9,0,0,17.4,60,NA,0,NA,2
0,1992,9,0,0,20.5,91,NA,0,NA,2
0,1992,9,0,0,21.5,94,NA,0,NA,2
0,1992,9,0,0,17.2,52,NA,0,NA,2
0,1992,9,0,0,21.3,102,NA,0,NA,2
0,1992,9,0,0,19.3,76,NA,0,NA,2
0,1992,9,0,0,20.7,95,NA,0,NA,2
0,1992,9,0,0,21.4,99,NA,0,NA,2
1,1992,9,7,11,19.5,75,2,2,2,2
2,1992,9,7,11,19,66,1,1,2,2
3,1992,9,7,11,19.1,67,1,1,2,2
4,1992,9,7,11,21.2,100,1,1,2,2
5,1992,9,7,11,18,59,1,1,2,2
6,1992,9,7,11,18.1,60,2,1,2,2
7,1992,9,7,11,18.2,64,2,1,2,2
8,1992,9,7,11,18.3,61,1,1,2,2
9,1992,9,7,11,18,54,1,1,2,2
10,1992,9,7,11,17.5,54,2,2,2,2
11,1992,9,7,11,18.3,59,1,1,1,1
12,1992,9,7,11,18.2,61,2,1,2,2
13,1992,9,7,11,21.5,91,1,1,2,2
14,1992,9,7,11,16.8,49,1,1,2,2
15,1992,9,7,11,19.7,73,2,1,2,2
16,1992,9,7,11,16.5,43,2,1,2,2
17,1992,9,7,11,18.4,56,2,1,2,2
18,1992,9,7,11,19.2,60,1,1,2,2
19,1992,9,7,11,18,57,2,1,2,2
20,1992,9,7,11,20.3,75,1,1,2,2
21,1992,9,7,11,17.9,55,1,1,2,2
22,1992,9,7,11,18.3,64,1,1,2,2
23,1992,9,7,11,19.5,66,1,1,2,2
24,1992,9,7,11,19.8,74,2,1,2,2
25,1992,9,7,11,19.3,74,1,1,2,2
26,1992,9,7,11,16.8,48,1,1,2,2
27,1992,9,7,11,19,63,2,1,2,2
28,1992,9,7,11,18,54,2,1,2,2
29,1992,9,7,11,18.2,56,2,1,2,2
30,1992,9,7,11,17.6,53,2,1,2,2
31,1992,9,7,11,16.7,40,2,1,2,2
32,1992,9,7,11,18.3,53,2,1,2,2
33,1992,9,7,11,21.2,88,2,1,2,2
34,1992,9,7,11,24.5,175,1,1,2,2
35,1992,9,7,11,25.9,184,1,1,3,3
36,1992,9,7,11,28.8,270,2,2,3,3
37,1992,9,7,11,30.5,330,2,2,3,3
38,1992,9,7,11,28,256,2,2,3,3
39,1992,9,7,11,29.5,385,1,2,3,3
40,1992,9,7,11,33.8,470,2,2,3,3
41,1992,9,7,11,29.5,275,2,1,2,2
42,1992,9,7,11,34.2,580,1,2,3,3
43,1992,9,8,12,15.5,38,1,1,1,1
44,1992,9,8,12,20.9,76,2,1,2,2
45,1992,9,8,12,24.1,131,2,2,2,2
46,1992,9,8,12,28.3,254,1,1,2,2
47,1992,9,8,12,29,280,2,1,3,3
48,1992,9,8,12,33,385,2,2,3,3
49,1992,9,8,12,32.2,410,1,2,3,3
50,1992,9,8,12,29.7,305,2,3,3,3
51,1992,9,8,12,24.5,147,2,2,2,2
52,1992,9,8,12,27.5,232,2,2,3,3
53,1992,9,8,12,34,375,2,2,3,3
54,1992,9,8,12,30.2,390,1,2,3,3
55,1992,9,8,12,33.2,425,1,2,3,3
56,1992,9,8,12,36,605,1,2,3,3
57,1992,9,8,12,35.5,500,2,1,3,3
58,1992,9,8,12,17.5,52,1,1,2,2
59,1992,9,8,12,37.1,675,2,2,4,4
60,1992,9,8,12,49.5,0,1,9,5,5
1,1993,9,3,3,46.1,1126,1,3,4,4
2,1993,9,3,3,34.6,515,1,3,3,3
3,1993,9,3,3,39.8,780,1,3,3,3
4,1993,9,3,3,45,1010,1,3,3,3
5,1993,9,3,3,41.7,760,2,3,4,4
6,1993,9,3,3,31.4,310,2,2,3,3
7,1993,9,3,3,35.2,475,2,2,3,3
8,1993,9,3,3,20.1,70,2,1,2,2
9,1993,9,3,3,18.5,48,1,1,2,2
10,1993,9,1,1,34.3,450,1,2,3,3
11,1993,9,1,1,35.7,510,1,2,3,3
12,1993,9,1,1,43,955,1,3,4,4
13,1993,9,2,2,33.4,390,2,2,3,3
14,1993,9,2,2,20.9,92,2,2,2,2
15,1993,9,2,2,24,118,1,2,2,2
16,1993,9,2,2,35.4,530,1,2,3,3
17,1993,9,2,2,40.5,830,1,3,4,4
18,1993,9,2,2,42,815,1,3,4,4
19,1993,9,2,2,38.9,680,1,3,4,4
20,1993,9,4,4,22,76,1,1,2,2
21,1993,9,4,4,21.2,74,1,1,2,2
22,1993,9,4,4,30.5,290,2,2,3,3
23,1993,9,4,4,33.5,390,2,2,3,3
24,1993,9,4,4,32.5,360,1,2,3,3
25,1993,9,4,4,31.7,345,2,2,3,3
26,1993,9,4,4,30,300,2,2,3,3
27,1993,9,4,4,35.4,460,1,2,3,3
28,1993,9,4,4,37.2,590,1,2,3,3
29,1993,9,4,4,33.6,430,1,2,3,3
30,1993,9,4,4,33.4,400,2,2,3,3
31,1993,9,4,4,45,950,1,3,4,4
32,1993,9,4,4,17.4,40,1,1,2,2
33,1993,9,4,4,18.7,54,2,1,2,2
34,1993,9,4,4,17.6,54,2,1,2,2
35,1993,9,4,4,18.6,58,2,2,2,2
36,1993,9,4,4,18.9,50,1,1,2,2
37,1993,9,4,4,15.6,36,1,1,2,2
38,1993,9,4,4,27.2,170,2,2,3,3
39,1993,9,4,4,33.3,430,2,2,3,3
40,1993,9,4,4,31.5,310,2,2,3,3
41,1993,9,4,4,36.9,515,2,2,3,3
42,1993,9,4,4,33.6,460,2,2,3,3
43,1993,9,4,4,45,1010,1,3,4,4
44,1993,9,5,5,22.3,74,2,2,2,2
45,1993,9,5,5,22.2,76,1,1,2,2
46,1993,9,5,5,22,92,2,1,2,2
48,1993,9,10,10,23.5,130,1,1,2,2
49,1993,9,5,5,15.9,34,NA,0,NA,NA
104,1993,9,4,4,19.2,60,2,1,2,2
105,1993,9,4,4,25.1,145,1,2,3,3
106,1993,9,4,4,21.2,78,1,1,2,2
107,1993,9,4,4,39.7,710,1,3,3,3
108,1993,9,4,4,43,825,2,5,4,4
109,1993,9,4,4,42,800,2,2,3,3
110,1993,9,4,4,43,970,1,3,4,4
111,1993,9,4,4,54,1785,2,5,5,5
112,1993,9,4,4,22.4,94,1,1,2,2
113,1993,9,4,4,21.5,88,2,2,2,2
114,1993,9,4,4,22.7,100,2,2,2,2
115,1993,9,4,4,23.2,96,2,2,2,2
116,1993,9,4,4,19.5,64,2,2,2,2
117,1993,9,4,4,18.9,56,1,1,1,1
118,1993,9,4,4,15.9,34,2,1,1,1
119,1993,9,4,4,19.6,62,1,1,2,2
120,1993,9,4,4,20.1,72,1,1,2,2
121,1993,9,4,4,22.6,86,2,2,2,2
122,1993,9,4,4,18.7,52,2,1,2,2
123,1993,9,4,4,34.1,425,1,3,3,3
124,1993,9,4,4,36.6,570,1,3,3,3
125,1993,9,4,4,33.7,375,2,2,3,3
126,1993,9,4,4,33.5,370,2,2,3,3
127,1993,9,4,4,36.7,510,2,2,3,3
128,1993,9,4,4,32.6,405,1,2,3,3
129,1993,9,4,4,33.9,470,1,3,3,3
130,1993,9,4,4,35.5,455,2,3,3,3
131,1993,9,4,4,41.5,790,1,3,3,3
132,1993,9,4,4,19.2,60,1,1,2,2
133,1993,9,4,4,19.7,66,2,1,2,2
134,1993,9,4,4,25.2,155,1,2,2,2
135,1993,9,4,4,16.5,34,1,1,2,2
136,1993,9,4,4,35.4,485,1,3,3,3
137,1993,9,4,4,37.5,610,1,3,3,3
138,1993,9,4,4,33,375,2,2,3,3
139,1993,9,4,4,35.4,450,2,2,3,3
140,1993,9,4,4,33.5,415,2,2,3,3
141,1993,9,4,4,39,685,1,4,3,3
142,1993,9,4,4,17.9,44,1,1,2,2
143,1993,9,4,4,32,350,1,2,3,3
144,1993,9,4,4,38,575,2,4,3,3
145,1993,9,4,4,30.8,325,2,2,3,3
146,1993,9,4,4,33,410,2,2,3,3
147,1993,9,4,4,34.9,470,1,2,3,3
148,1993,9,4,4,40.3,765,1,3,3,3
149,1993,9,4,4,47,1090,2,12,4,4
50,1993,9,7,11,16,34,1,1,2,2
51,1993,9,7,11,28,190,2,2,3,3
52,1993,9,7,11,27,170,2,2,3,3
53,1993,9,7,11,27,170,1,1,3,3
54,1993,9,7,11,26.2,150,2,2,4,4
55,1993,9,7,11,22.1,94,2,2,2,2
56,1993,9,7,11,32.1,330,1,2,3,3
57,1993,9,7,11,36.4,520,2,2,3,3
58,1993,9,7,11,34,430,2,4,3,3
59,1993,9,7,11,38.6,590,NA,0,3,3
60,1993,9,7,11,32.2,330,1,2,3,3
61,1993,9,7,11,33,335,2,2,4,4
62,1993,9,7,11,34.1,410,2,2,3,3
63,1993,9,7,11,39.1,655,1,3,4,4
64,1993,9,7,11,39,645,1,3,4,4
65,1993,9,7,11,21,76,2,1,2,2
66,1993,9,7,11,19.8,72,1,1,2,2
67,1993,9,7,11,16.8,42,2,1,2,2
68,1993,9,7,11,18.3,54,1,1,2,2
69,1993,9,7,11,36.5,570,1,2,4,4
70,1993,9,7,11,33.4,330,1,2,3,3
71,1993,9,7,11,40,730,1,3,4,4
72,1993,9,7,11,37.2,550,2,2,4,4
73,1993,9,7,11,40,675,2,2,4,4
74,1993,9,7,11,31.5,345,2,2,3,3
75,1993,9,7,11,35.6,495,1,2,3,3
76,1993,9,7,11,31.2,270,2,2,3,3
77,1993,9,7,11,33.7,430,2,2,3,3
78,1993,9,7,11,27.2,175,1,2,3,3
79,1993,9,7,11,37.7,545,1,2,3,3
80,1993,9,7,11,32,360,1,2,3,3
81,1993,9,7,11,24,120,2,1,3,3
82,1993,9,7,11,28.3,190,1,1,3,3
83,1993,9,7,11,27,170,1,2,3,3
84,1993,9,7,11,30.2,255,1,2,NA,NA
85,1993,9,7,11,28.6,220,1,2,3,3
